LTV,Mortgage,Initial interest rate,"Followed by a Variable Rate, currently",Initial interest rate period,Overall cost for comparison (APRC),Booking fee,Annual overpayment allowance,Maximum loan amount, 
90% Maximum Loan to Value (LTV),5 Year Fixed Premier Standard ,2.16% fixed,3.54%,5 Years fixed rate until 30.04.27,3.1% APRC,£1499,10%,"£ 550,000"
60% Maximum Loan to Value (LTV),2 Year Term Tracker Standard ,0.99% variable,3.54%,2 Years,3.2% APRC,£999,NA,"£ 5,000,000"
70% Maximum Loan to Value (LTV),2 Year Term Tracker Standard ,1.14% variable,3.54%,2 Years,3.2% APRC,£999,NA,"£ 2,000,000"
75% Maximum Loan to Value (LTV),2 Year Term Tracker Standard ,1.14% variable,3.54%,2 Years,3.2% APRC,£999,NA,"£ 2,000,000"
80% Maximum Loan to Value (LTV),2 Year Term Tracker Standard ,1.19% variable,3.54%,2 Years,3.5% APRC,£999,NA,"£ 1,000,000"
85% Maximum Loan to Value (LTV),2 Year Term Tracker Standard ,1.39% variable,3.54%,2 Years,3.6% APRC,£999,NA,"£ 750,000"
90% Maximum Loan to Value (LTV),2 Year Term Tracker Standard ,1.49% variable,3.54%,2 Years,3.7% APRC,£999,NA,"£ 550,000"
60% Maximum Loan to Value (LTV),2 Year Term Tracker Standard ,0.99% variable,3.54%,2 Years,3.2% APRC,£999,NA,"£ 5,000,000"
70% Maximum Loan to Value (LTV),2 Year Term Tracker Standard ,1.14% variable,3.54%,2 Years,3.2% APRC,£999,NA,"£ 2,000,000"
75% Maximum Loan to Value (LTV),2 Year Term Tracker Standard ,1.14% variable,3.54%,2 Years,3.2% APRC,£999,NA,"£ 2,000,000"
80% Maximum Loan to Value (LTV),2 Year Term Tracker Standard ,1.19% variable,3.54%,2 Years,3.5% APRC,£999,NA,"£ 1,000,000"
85% Maximum Loan to Value (LTV),2 Year Term Tracker Standard ,1.39% variable,3.54%,2 Years,3.6% APRC,£999,NA,"£ 750,000"
90% Maximum Loan to Value (LTV),2 Year Term Tracker Standard ,1.49% variable,3.54%,2 Years,3.7% APRC,£999,NA,"£ 550,000"
