Date_recorded,Picture_url,Title,Year,Type,Mileage,Engine Size,BHP,Transmition,Fuel Type,Price 
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/979efaa0822049469c9dc446462c8600.jpg, SEAT Leon 2.0 TSI CUPRA DSG 5d AUTO 276 BHP, 2015 (65 reg), Estate, 33000 miles, 2.0L, 276bhp, Automatic, Petrol, 15990
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/98227c0cda4342e7ae4465c97b2f700f.jpg, SEAT Leon 2.0 TSI Cupra Black 290 5dr - HEATED SEATS - BLUETOOTH - …, 2016 (66 reg), Hatchback, 16104 miles, 2.0L, 286bhp, Manual, Petrol, 18448
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/98227c0cda4342e7ae4465c97b2f700f.jpg, SEAT Leon 2.0 TSI Cupra Black 290 5dr - HEATED SEATS - BLUETOOTH - …, 2016 (66 reg), Hatchback, 16104 miles, 2.0L, 286bhp, Manual, Petrol, 18448
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/3037c9585bad4ee395f2e52c60244f4d.jpg, SEAT Leon 1.8 20v Cupra R 5dr, 2004 (04 reg), Hatchback, 129000 miles, 1.8L, 222bhp, Manual, Petrol, 2990
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/8bf2f41f0a6b4e56b9ac7ea3cc0f2e07.jpg, SEAT Leon 2.0 TDI DPF FR 5dr, 2007 (07 reg), Hatchback, 95113 miles, 2.0L, 168bhp, Manual, Diesel, 2990
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/904d200e880e43a88599792fc9bfb036.jpg, SEAT Leon 1.8 20v Cupra R 5dr, 2004 (54 reg), Hatchback, 128000 miles, 1.8L, 222bhp, Manual, Petrol, 2995
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/c012abc92b674c22980a0491cf45e6a3.jpg, SEAT Leon 1.8 20v Cupra R 5dr, 2003 (03 reg), Hatchback, 148000 miles, 1.8L, 210bhp, Manual, Petrol, 3200
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/72f42aebc0234a29bdb6fd7dccf6d972.jpg, SEAT Leon 1.8 20v Cupra R 5dr, 2005 (55 reg), Hatchback, 121509 miles, 1.8L, 222bhp, Manual, Petrol, 3290
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/d0f9fc37e9674cceb85c370b1d4911be.jpg, SEAT Leon 1.8 20v Cupra R 5dr, 2004 (04 reg), Hatchback, 117000 miles, 1.8L, 222bhp, Manual, Petrol, 3490
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/70099dcb961d4fbc834384a9443d4e96.jpg, SEAT Leon 1.8 20v Cupra R 5dr, 2006 (55 reg), Hatchback, 130671 miles, 1.8L, 222bhp, Manual, Petrol, 3595
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/d6b0bc69c1d74f8f889264558f77ed24.jpg, SEAT Leon 2.0 TDI DPF FR 5dr, 2007 (57 reg), Hatchback, 128000 miles, 2.0L, 168bhp, Manual, Diesel, 3695
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/2992bbe061ca445dbac160165cf1eb4b.jpg, SEAT Leon 1.8 20v Cupra R 5dr, 2005 (05 reg), Hatchback, 113000 miles, 1.8L, 222bhp, Manual, Petrol, 3980
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/9b0f63758a3443f6903fe0d2bb16e773.jpg, SEAT Leon 1.8 20v Cupra R 5dr, 2004 (04 reg), Hatchback, 97200 miles, 1.8L, 222bhp, Manual, Petrol, 3990
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/18c7b5d8148a4dc88c522207175ec9b7.jpg, SEAT Leon 2.0 TSI CUPRA Black 290 (S/S) ST 5dr, 2016 (66 reg), Estate, 18294 miles, 2.0L, 286bhp, Manual, Petrol, 18900
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/98227c0cda4342e7ae4465c97b2f700f.jpg, SEAT Leon 2.0 TSI Cupra Black 290 5dr - HEATED SEATS - BLUETOOTH - …, 2016 (66 reg), Hatchback, 16104 miles, 2.0L, 286bhp, Manual, Petrol, 18448
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/98227c0cda4342e7ae4465c97b2f700f.jpg, SEAT Leon 2.0 TSI Cupra Black 290 5dr - HEATED SEATS - BLUETOOTH - …, 2016 (66 reg), Hatchback, 16104 miles, 2.0L, 286bhp, Manual, Petrol, 18448
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/600da3f181234002af64299f221338d3.jpg, SEAT Leon 1.8 T CUPRA 20V 5d 177 BHP FIND ANOTHER-2 OWNERS., 2004 (04 reg), Hatchback, 61663 miles, 1.8L, 180bhp, Manual, Petrol, 3995
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/29fa201509324c02ae6ffc9de4b9cb2c.jpg, SEAT Leon 2.0 TDI FR 5dr, 2010 (10 reg), Hatchback, 114855 miles, 2.0L, 168bhp, Automatic, Diesel, 4295
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/852d9463d5554326a68c35d72dd1b53f.jpg, SEAT Leon 1.8 20v Cupra R 5dr, 2005 (05 reg), Hatchback, 100000 miles, 1.8L, 222bhp, Manual, Petrol, 4295
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/ff40c0884b374b499543c856f7306c56.jpg, SEAT Leon 2.0 TFSI Cupra 5dr, 2008, Hatchback, 82000 miles, 2.0L, 237bhp, Manual, Petrol, 4450
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/28aded7ca46d4d39b107c9df0adaa40a.jpg, SEAT Leon 2.0 CUPRA TSI 5d 237 BHP £0 DEPOSIT FINANCE AVAILABLE, 2008 (57 reg), Hatchback, 88268 miles, 2.0L, 237bhp, Manual, Petrol, 4750
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/a13f852fe1ef4946b08d23c703b8e968.jpg, SEAT Leon 2.0 TD FR 5dr, 2010 (10 reg), Hatchback, 97000 miles, 2.0L, 168bhp, Manual, Diesel, 4795
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/48b6c596505444309ca7ccbecc53e246.jpg, SEAT Leon 1.9 CUPRA TDI 5d 148 BHP 1 OWNER CAR FROM NEW FIND …, 2004 (04 reg), Hatchback, 77793 miles, 1.9L, 150bhp, Manual, Diesel, 4795
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/6e1d853a5a754116816c306fa244fea8.jpg, SEAT Leon 2.0 TFSI Cupra 5dr, 2007 (07 reg), Hatchback, 92700 miles, 2.0L, 237bhp, Manual, Petrol, 4799
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/eeab02bb242642c08126676daa9e2037.jpg, SEAT Leon 2.0 TFSI Cupra 5dr, 2007 (07 reg), Hatchback, 110000 miles, 2.0L, 237bhp, Manual, Petrol, 5250
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/5051e4ae3c1f4bc0885605bda4f871dd.jpg, SEAT Leon 2.0 TFSI Cupra 5dr, 2009 (58 reg), Hatchback, 97404 miles, 2.0L, 237bhp, Manual, Petrol, 5494
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/18c7b5d8148a4dc88c522207175ec9b7.jpg, SEAT Leon 2.0 TSI CUPRA Black 290 (S/S) ST 5dr, 2016 (66 reg), Estate, 18294 miles, 2.0L, 286bhp, Manual, Petrol, 18900
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/98227c0cda4342e7ae4465c97b2f700f.jpg, SEAT Leon 2.0 TSI Cupra Black 290 5dr - HEATED SEATS - BLUETOOTH - …, 2016 (66 reg), Hatchback, 16104 miles, 2.0L, 286bhp, Manual, Petrol, 18448
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/98227c0cda4342e7ae4465c97b2f700f.jpg, SEAT Leon 2.0 TSI Cupra Black 290 5dr - HEATED SEATS - BLUETOOTH - …, 2016 (66 reg), Hatchback, 16104 miles, 2.0L, 286bhp, Manual, Petrol, 18448
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/cf29f41762ef4917bafaa1c65c469da8.jpg, SEAT Leon 1.8 20v Cupra R 5dr, 2005 (55 reg), Hatchback, 75000 miles, 1.8L, 222bhp, Manual, Petrol, 5795
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/22cb78a3cc9d4a2d9242724727bf10e1.jpg, SEAT Leon 2.0 TSI Cupra 5dr, 2010 (59 reg), Hatchback, 66665 miles, 2.0L, 237bhp, Manual, Petrol, 6000
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/ba798f1dac474252b862be4f19d0cf10.jpg, SEAT Leon 2.0 TFSI Cupra 5dr, 2008 (58 reg), Hatchback, 95841 miles, 2.0L, 237bhp, Manual, Petrol, 6000
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/2bc8b0e20de0421e917cb1407f0003bd.jpg, SEAT Leon 2.0 TFSI Cupra 5dr, 2007 (57 reg), Hatchback, 80000 miles, 2.0L, 237bhp, Manual, Petrol, 6295
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/2d0dffb897ea47d0876c290547714eef.jpg, SEAT Leon 1.6 TDI SE 5dr, 2013 (13 reg), Hatchback, 58663 miles, 1.6L, 104bhp, Manual, Diesel, 6500
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/f98542506e81459fa5d4a78596d31cfc.jpg, SEAT Leon 2.0 TFSI Cupra 5dr, 2009 (59 reg), Hatchback, 73760 miles, 2.0L, 237bhp, Manual, Petrol, 6989
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/0acb846f0ff54c9298f213da7bc5a25b.jpg, SEAT Leon TSI CUPRA 2.0 5dr, 2011 (11 reg), Hatchback, 110700 miles, 2.0L, 237bhp, Manual, Petrol, 6999
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/942da60f61cf4be1aae1d40cba1375df.jpg, SEAT Leon 1.6 TDI SE 5dr, 2013 (13 reg), Hatchback, 51827 miles, 1.6L, 104bhp, Manual, Diesel, 7000
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/b6907d87314c4c17a54adf5fc4f85eb3.jpg, SEAT Leon 2.0 TSI Cupra 5dr - 18IN ALLOYS - PARKING SENSORS - …, 2009 (59 reg), Hatchback, 64826 miles, 2.0L, 237bhp, Manual, Petrol, 7000
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/357a74c2030848799b3fb41938913a5c.jpg, SEAT Leon 2.0 TFSI Cupra 5dr, 2009 (09 reg), Hatchback, 95000 miles, 2.0L, 237bhp, Manual, Petrol, 7000
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/4a1ac3d7977b478f9d2c27e2c63012d0.jpg, SEAT Leon 2.0 TSI Cupra Black 290 5-Door Hatchback 5dr, 2016 (66 reg), Hatchback, 10056 miles, 2.0L, 286bhp, Manual, Petrol, 18500
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/98227c0cda4342e7ae4465c97b2f700f.jpg, SEAT Leon 2.0 TSI Cupra Black 290 5dr - HEATED SEATS - BLUETOOTH - …, 2016 (66 reg), Hatchback, 16104 miles, 2.0L, 286bhp, Manual, Petrol, 18448
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/98227c0cda4342e7ae4465c97b2f700f.jpg, SEAT Leon 2.0 TSI Cupra Black 290 5dr - HEATED SEATS - BLUETOOTH - …, 2016 (66 reg), Hatchback, 16104 miles, 2.0L, 286bhp, Manual, Petrol, 18448
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/382b83ee255d4548b0c8a839be1149b5.jpg, SEAT Leon 1.8 20v Cupra R 5dr, 2005 (55 reg), Hatchback, 31593 miles, 1.8L, 222bhp, Manual, Petrol, 7100
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/18c440dec7fc49208ebd5dcd988bb883.jpg, SEAT Leon 2.0 16V T FSI Cupra 5dr, 2008 (08 reg), Hatchback, 74500 miles, 2.0L, 237bhp, Manual, Petrol, 7490
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/1e20c242c03c409db7eced3f29931f28.jpg, SEAT Leon 2.0 TFSI Cupra K1 5dr, 2008 (08 reg), Hatchback, 59000 miles, 2.0L, 237bhp, Manual, Petrol, 7500
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/41d5aadb94704ac7b8fa6e1dd4c2a441.jpg, SEAT Leon 1.6 TDI SE TECHNOLOGY 5d 105 BHP NAV BT £0 RT FSH XENON …, 2014 (63 reg), Hatchback, 42000 miles, 1.6L, 104bhp, Manual, Diesel, 7740
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/24022f41f9c040ab8b29c86ee4946d9d.jpg, SEAT Leon 2.0 TDI FR TECHNOLOGY 5d 184 BHP * SERVICE HISTORY *, 2014 (14 reg), Estate, 97132 miles, 2.0L, 181bhp, Manual, Diesel, 7895
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/3c6e147076514f39ab58022e87245494.jpg, SEAT Leon 2.0 TDI FR 5dr [Technology Pack], 2014 (14 reg), Estate, 69857 miles, 2.0L, 148bhp, Manual, Diesel, 7950
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/cce2024125864288880276f2beb90b73.jpg, SEAT Leon 2.0 TFSI Cupra K1 5dr, 2008 (58 reg), Hatchback, 68000 miles, 2.0L, 237bhp, Manual, Petrol, 7990
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/9654ba1a3a68421a96204f7ba97707b0.jpg, SEAT Leon 2.0 TFSI Cupra K1 5dr, 2008 (08 reg), Hatchback, 69000 miles, 2.0L, 237bhp, Manual, Petrol, 7990
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/4d14c4ce7f7a45b9bd5d5e015493daa4.jpg, SEAT Leon 1.8 20v Cupra R 5dr, 2005 (05 reg), Hatchback, 40000 miles, 1.8L, 222bhp, Manual, Petrol, 7995
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/624b2d8f4bff4fd9bdae4c2665f671b0.jpg, SEAT Leon 2.0 TFSI Cupra 5dr, 2009 (58 reg), Hatchback, 58995 miles, 2.0L, 237bhp, Manual, Petrol, 8000
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/4a1ac3d7977b478f9d2c27e2c63012d0.jpg, SEAT Leon 2.0 TSI Cupra Black 290 5-Door Hatchback 5dr, 2016 (66 reg), Hatchback, 10056 miles, 2.0L, 286bhp, Manual, Petrol, 18500
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/98227c0cda4342e7ae4465c97b2f700f.jpg, SEAT Leon 2.0 TSI Cupra Black 290 5dr - HEATED SEATS - BLUETOOTH - …, 2016 (66 reg), Hatchback, 16104 miles, 2.0L, 286bhp, Manual, Petrol, 18448
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/98227c0cda4342e7ae4465c97b2f700f.jpg, SEAT Leon 2.0 TSI Cupra Black 290 5dr - HEATED SEATS - BLUETOOTH - …, 2016 (66 reg), Hatchback, 16104 miles, 2.0L, 286bhp, Manual, Petrol, 18448
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/4aba7c11f34f4d1fa180a36b8ee52c88.jpg, SEAT Leon 2.0 TFSI Cupra K1 5dr, 2008 (08 reg), Hatchback, 67000 miles, 2.0L, 237bhp, Manual, Petrol, 8000
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/c78d088bacec4defa83bb524dd9b1c09.jpg, SEAT Leon 2.0 TFSI Cupra K1 5dr, 2009 (58 reg), Hatchback, 65000 miles, 2.0L, 237bhp, Manual, Petrol, 8000
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/b670401d324f40ecbff39cb50cee9ed8.jpg, SEAT Leon 2.0 TDI FR TECHNOLOGY 5d 150 BHP, 2014 (64 reg), Estate, 80606 miles, 2.0L, 148bhp, Manual, Diesel, 8295
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/4e2a2ef52802486aa846b8fd5a1aadf0.jpg, SEAT Leon 2.0 CUPRA TSI 5d 240 BHP K1 Front Bumper, 2009 (59 reg), Hatchback, 80450 miles, 2.0L, 237bhp, Manual, Petrol, 8295
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/9bea70cf82244b60a0f69f7789f5b048.jpg, SEAT Leon Sport Tourer 2.0 TDI FR 5dr [Technology Pack], 2014 (64 reg), Estate, 77569 miles, 2.0L, 148bhp, Manual, Diesel, 8391
2019-02-13, /images/noimage/no_image_266x200.png, SEAT New Leon 1.4 TSI FR Hatchback 5-Door 1.4 TSI FR (Tech Pack) …, 2013 (63 reg), Hatchback, 54751 miles, 1.4L, 138bhp, Manual, Petrol, 8489
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/8f98be970d5849c3839a374b3ad7f12e.jpg, SEAT Leon 2.0 TSI Cupra 5dr, 2011 (61 reg), Hatchback, 83000 miles, 2.0L, 237bhp, Manual, Petrol, 8490
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/f954ce8d7fec464295ebff85ab8fd9eb.jpg, SEAT Leon 2.0 TFSI Cupra K1 5dr, 2008 (58 reg), Hatchback, 78000 miles, 2.0L, 237bhp, Manual, Petrol, 8495
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/61ccf907dedf4282a6682ea45fe2448e.jpg, SEAT Leon 2.0 TFSI Cupra K1 5dr, 2008 (58 reg), Hatchback, 87000 miles, 2.0L, 237bhp, Manual, Petrol, 8590
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/c607dd32a63240eca87b6047d00030f9.jpg, SEAT Leon 2.0 TDI FR TECHNOLOGY 5d 150 BHP £0 Deposit Finance …, 2013 (63 reg), Hatchback, 69000 miles, 2.0L, 148bhp, Manual, Diesel, 8680
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/18c7b5d8148a4dc88c522207175ec9b7.jpg, SEAT Leon 2.0 TSI CUPRA Black 290 (S/S) ST 5dr, 2016 (66 reg), Estate, 18294 miles, 2.0L, 286bhp, Manual, Petrol, 18900
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/98227c0cda4342e7ae4465c97b2f700f.jpg, SEAT Leon 2.0 TSI Cupra Black 290 5dr - HEATED SEATS - BLUETOOTH - …, 2016 (66 reg), Hatchback, 16104 miles, 2.0L, 286bhp, Manual, Petrol, 18448
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/98227c0cda4342e7ae4465c97b2f700f.jpg, SEAT Leon 2.0 TSI Cupra Black 290 5dr - HEATED SEATS - BLUETOOTH - …, 2016 (66 reg), Hatchback, 16104 miles, 2.0L, 286bhp, Manual, Petrol, 18448
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/504903f124f84f30871266d2861c5250.jpg, SEAT Leon 2.0 TDI FR+ Supercopa 5dr, 2012 (62 reg), Hatchback, 79000 miles, 2.0L, 168bhp, Manual, Diesel, 8695
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/0da6d974f3384e4c8b97f0fae0a6743f.jpg, SEAT Leon 2.0 TSI Cupra 5dr, 2010 (60 reg), Hatchback, 62030 miles, 2.0L, 237bhp, Manual, Petrol, 8757
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/0dc5241b8db64513bcc2c271e0ef9c50.jpg, SEAT Leon 2.0 TFSI Cupra K1 5dr, 2008 (08 reg), Hatchback, 65000 miles, 2.0L, 237bhp, Manual, Petrol, 8990
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/f061bf40a480447a95b72fa444698826.jpg, SEAT Leon 2.0 TDI FR 5dr [Technology Pack], 2013, Hatchback, 69905 miles, 2.0L, 148bhp, Manual, Diesel, 8995
2019-02-13, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/527270d490d74d02b3621e1578101718.jpg, SEAT Leon T FSi 241 Cupra K1 2.0 5dr, 2009 (58 reg), Hatchback, 63155 miles, 2.0L, 237bhp, Manual, Petrol, 8995
