Date_recorded,Picture_url,Title,Year,Type,Mileage,Engine Size,BHP,Transmition,Fuel Type,Price 
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/d217c483d0cd42aab4a01f51b10f3d10.jpg, SEAT Leon 1.8 20v Cupra R 5dr, 2004 (54 reg), Hatchback, 143000 miles, 1.8L, 222bhp, Manual, Petrol, 1995
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/ee7fc03691cf4f37835e2910ce479706.jpg, SEAT Leon 1.8 20v Cupra R 5dr, 2005 (05 reg), Hatchback, 78000 miles, 1.8L, 222bhp, Manual, Petrol, 4995
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/48da5c229c7b47aebb1dd0b5cfcc1e17.jpg, SEAT Leon 2.0 TDI 150 FR TECH 5DR ( 18 INCH ALLOYS & SAT NAV ), 2014 (14 reg), Hatchback, 48000 miles, 2.0L, 148bhp, Manual, Diesel, 9289
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/66ce5a26615f455e998f0eebb43784e4.jpg, SEAT Leon 2.0 TDI FR TECHNOLOGY 5d 184 BHP, 2014 (64 reg), Hatchback, 67625 miles, 2.0L, 181bhp, Manual, Diesel, 9588
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/ecbad74287b24bf9a8579a08c210ba1a.jpg, SEAT Leon 2.0 TSI Cupra R 5dr, 2010 (60 reg), Hatchback, 80000 miles, 2.0L, 261bhp, Manual, Petrol, 9995
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/339fcc34a90245ab83121dc4bb7d1f09.jpg, SEAT Leon 1.4 Tsi Act 150 Fr 5Dr [technology Pack] Petrol Hatchback, 2015 (15 reg), Hatchback, 25199 miles, 1.4L, 148bhp, Manual, Petrol, 10800
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/063c6d390bbb4c7c8deab613fb6b1d94.jpg, SEAT Leon 2.0 TSI Cupra R 5dr, 2011, Hatchback, 59000 miles, 2.0L, 261bhp, Manual, Petrol, 11395
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/16601be726d1491dbbdbdc740746685f.jpg, SEAT Leon 2.0 Tsi Cupra 280 5Dr Petrol Hatchback, 2015 (15 reg), Hatchback, 22607 miles, 2.0L, 276bhp, Manual, Petrol, 14940
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/f6e73a7617af4d5cb7236d3af1eb437f.jpg, SEAT Leon 2.0 TSI Cupra 280 5dr (start/stop), 2015, Hatchback, 29531 miles, 2.0L, 276bhp, Manual, Petrol, 17295
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/1ca8cb4e682b415598456010c1e3e450.jpg, SEAT Leon 2.0 Tsi Cupra Black 290 5Dr Petrol Hatchback, 2016 (66 reg), Hatchback, 17754 miles, 2.0L, 286bhp, Manual, Petrol, 17500
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/481c5f0c113d47e4b8fc2870b7e4aca0.jpg, SEAT Leon 2.0 TSI CUPRA Black 290 (S/S) ST 5dr, 2016 (66 reg), Estate, 18294 miles, 2.0L, 286bhp, Manual, Petrol, 18900
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/98227c0cda4342e7ae4465c97b2f700f.jpg, SEAT Leon 2.0 TSI Cupra Black 290 5dr - HEATED SEATS - BLUETOOTH - …, 2016 (66 reg), Hatchback, 16104 miles, 2.0L, 286bhp, Manual, Petrol, 18448
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/98227c0cda4342e7ae4465c97b2f700f.jpg, SEAT Leon 2.0 TSI Cupra Black 290 5dr - HEATED SEATS - BLUETOOTH - …, 2016 (66 reg), Hatchback, 16104 miles, 2.0L, 286bhp, Manual, Petrol, 18448
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/d217c483d0cd42aab4a01f51b10f3d10.jpg, SEAT Leon 1.8 20v Cupra R 5dr, 2004 (54 reg), Hatchback, 143000 miles, 1.8L, 222bhp, Manual, Petrol, 1995
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/ee7fc03691cf4f37835e2910ce479706.jpg, SEAT Leon 1.8 20v Cupra R 5dr, 2005 (05 reg), Hatchback, 78000 miles, 1.8L, 222bhp, Manual, Petrol, 4995
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/48da5c229c7b47aebb1dd0b5cfcc1e17.jpg, SEAT Leon 2.0 TDI 150 FR TECH 5DR ( 18 INCH ALLOYS & SAT NAV ), 2014 (14 reg), Hatchback, 48000 miles, 2.0L, 148bhp, Manual, Diesel, 9289
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/66ce5a26615f455e998f0eebb43784e4.jpg, SEAT Leon 2.0 TDI FR TECHNOLOGY 5d 184 BHP, 2014 (64 reg), Hatchback, 67625 miles, 2.0L, 181bhp, Manual, Diesel, 9588
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/ecbad74287b24bf9a8579a08c210ba1a.jpg, SEAT Leon 2.0 TSI Cupra R 5dr, 2010 (60 reg), Hatchback, 80000 miles, 2.0L, 261bhp, Manual, Petrol, 9995
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/339fcc34a90245ab83121dc4bb7d1f09.jpg, SEAT Leon 1.4 Tsi Act 150 Fr 5Dr [technology Pack] Petrol Hatchback, 2015 (15 reg), Hatchback, 25199 miles, 1.4L, 148bhp, Manual, Petrol, 10800
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/063c6d390bbb4c7c8deab613fb6b1d94.jpg, SEAT Leon 2.0 TSI Cupra R 5dr, 2011, Hatchback, 59000 miles, 2.0L, 261bhp, Manual, Petrol, 11395
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/16601be726d1491dbbdbdc740746685f.jpg, SEAT Leon 2.0 Tsi Cupra 280 5Dr Petrol Hatchback, 2015 (15 reg), Hatchback, 22607 miles, 2.0L, 276bhp, Manual, Petrol, 14940
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/f6e73a7617af4d5cb7236d3af1eb437f.jpg, SEAT Leon 2.0 TSI Cupra 280 5dr (start/stop), 2015, Hatchback, 29531 miles, 2.0L, 276bhp, Manual, Petrol, 17295
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/1ca8cb4e682b415598456010c1e3e450.jpg, SEAT Leon 2.0 Tsi Cupra Black 290 5Dr Petrol Hatchback, 2016 (66 reg), Hatchback, 17754 miles, 2.0L, 286bhp, Manual, Petrol, 17500
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/549bbe167c9c4e6483a4f166ef68a91d.jpg, SEAT Leon 2.0 Tsi Cupra Black 290 5Dr Petrol Hatchback, 2016 (66 reg), Hatchback, 11888 miles, 2.0L, 286bhp, Manual, Petrol, 18280
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/98227c0cda4342e7ae4465c97b2f700f.jpg, SEAT Leon 2.0 TSI Cupra Black 290 5dr - HEATED SEATS - BLUETOOTH - …, 2016 (66 reg), Hatchback, 16104 miles, 2.0L, 286bhp, Manual, Petrol, 18448
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/98227c0cda4342e7ae4465c97b2f700f.jpg, SEAT Leon 2.0 TSI Cupra Black 290 5dr - HEATED SEATS - BLUETOOTH - …, 2016 (66 reg), Hatchback, 16104 miles, 2.0L, 286bhp, Manual, Petrol, 18448
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/d217c483d0cd42aab4a01f51b10f3d10.jpg, SEAT Leon 1.8 20v Cupra R 5dr, 2004 (54 reg), Hatchback, 143000 miles, 1.8L, 222bhp, Manual, Petrol, 1995
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/ee7fc03691cf4f37835e2910ce479706.jpg, SEAT Leon 1.8 20v Cupra R 5dr, 2005 (05 reg), Hatchback, 78000 miles, 1.8L, 222bhp, Manual, Petrol, 4995
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/48da5c229c7b47aebb1dd0b5cfcc1e17.jpg, SEAT Leon 2.0 TDI 150 FR TECH 5DR ( 18 INCH ALLOYS & SAT NAV ), 2014 (14 reg), Hatchback, 48000 miles, 2.0L, 148bhp, Manual, Diesel, 9289
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/66ce5a26615f455e998f0eebb43784e4.jpg, SEAT Leon 2.0 TDI FR TECHNOLOGY 5d 184 BHP, 2014 (64 reg), Hatchback, 67625 miles, 2.0L, 181bhp, Manual, Diesel, 9588
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/ecbad74287b24bf9a8579a08c210ba1a.jpg, SEAT Leon 2.0 TSI Cupra R 5dr, 2010 (60 reg), Hatchback, 80000 miles, 2.0L, 261bhp, Manual, Petrol, 9995
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/339fcc34a90245ab83121dc4bb7d1f09.jpg, SEAT Leon 1.4 Tsi Act 150 Fr 5Dr [technology Pack] Petrol Hatchback, 2015 (15 reg), Hatchback, 25199 miles, 1.4L, 148bhp, Manual, Petrol, 10800
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/063c6d390bbb4c7c8deab613fb6b1d94.jpg, SEAT Leon 2.0 TSI Cupra R 5dr, 2011, Hatchback, 59000 miles, 2.0L, 261bhp, Manual, Petrol, 11395
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/16601be726d1491dbbdbdc740746685f.jpg, SEAT Leon 2.0 Tsi Cupra 280 5Dr Petrol Hatchback, 2015 (15 reg), Hatchback, 22607 miles, 2.0L, 276bhp, Manual, Petrol, 14940
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/f6e73a7617af4d5cb7236d3af1eb437f.jpg, SEAT Leon 2.0 TSI Cupra 280 5dr (start/stop), 2015, Hatchback, 29531 miles, 2.0L, 276bhp, Manual, Petrol, 17295
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/1ca8cb4e682b415598456010c1e3e450.jpg, SEAT Leon 2.0 Tsi Cupra Black 290 5Dr Petrol Hatchback, 2016 (66 reg), Hatchback, 17754 miles, 2.0L, 286bhp, Manual, Petrol, 17500
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/6ab45ed9c65a40969f4329558deccdbe.jpg, SEAT Leon 2.0 TSI Cupra Black 290 5-Door Hatchback 5dr, 2016 (66 reg), Hatchback, 10056 miles, 2.0L, 286bhp, Manual, Petrol, 18500
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/98227c0cda4342e7ae4465c97b2f700f.jpg, SEAT Leon 2.0 TSI Cupra Black 290 5dr - HEATED SEATS - BLUETOOTH - …, 2016 (66 reg), Hatchback, 16104 miles, 2.0L, 286bhp, Manual, Petrol, 18448
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/98227c0cda4342e7ae4465c97b2f700f.jpg, SEAT Leon 2.0 TSI Cupra Black 290 5dr - HEATED SEATS - BLUETOOTH - …, 2016 (66 reg), Hatchback, 16104 miles, 2.0L, 286bhp, Manual, Petrol, 18448
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/d217c483d0cd42aab4a01f51b10f3d10.jpg, SEAT Leon 1.8 20v Cupra R 5dr, 2004 (54 reg), Hatchback, 143000 miles, 1.8L, 222bhp, Manual, Petrol, 1995
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/ee7fc03691cf4f37835e2910ce479706.jpg, SEAT Leon 1.8 20v Cupra R 5dr, 2005 (05 reg), Hatchback, 78000 miles, 1.8L, 222bhp, Manual, Petrol, 4995
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/48da5c229c7b47aebb1dd0b5cfcc1e17.jpg, SEAT Leon 2.0 TDI 150 FR TECH 5DR ( 18 INCH ALLOYS & SAT NAV ), 2014 (14 reg), Hatchback, 48000 miles, 2.0L, 148bhp, Manual, Diesel, 9289
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/66ce5a26615f455e998f0eebb43784e4.jpg, SEAT Leon 2.0 TDI FR TECHNOLOGY 5d 184 BHP, 2014 (64 reg), Hatchback, 67625 miles, 2.0L, 181bhp, Manual, Diesel, 9588
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/ecbad74287b24bf9a8579a08c210ba1a.jpg, SEAT Leon 2.0 TSI Cupra R 5dr, 2010 (60 reg), Hatchback, 80000 miles, 2.0L, 261bhp, Manual, Petrol, 9995
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/339fcc34a90245ab83121dc4bb7d1f09.jpg, SEAT Leon 1.4 Tsi Act 150 Fr 5Dr [technology Pack] Petrol Hatchback, 2015 (15 reg), Hatchback, 25199 miles, 1.4L, 148bhp, Manual, Petrol, 10800
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/063c6d390bbb4c7c8deab613fb6b1d94.jpg, SEAT Leon 2.0 TSI Cupra R 5dr, 2011, Hatchback, 59000 miles, 2.0L, 261bhp, Manual, Petrol, 11395
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/16601be726d1491dbbdbdc740746685f.jpg, SEAT Leon 2.0 Tsi Cupra 280 5Dr Petrol Hatchback, 2015 (15 reg), Hatchback, 22607 miles, 2.0L, 276bhp, Manual, Petrol, 14940
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/f6e73a7617af4d5cb7236d3af1eb437f.jpg, SEAT Leon 2.0 TSI Cupra 280 5dr (start/stop), 2015, Hatchback, 29531 miles, 2.0L, 276bhp, Manual, Petrol, 17295
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/1ca8cb4e682b415598456010c1e3e450.jpg, SEAT Leon 2.0 Tsi Cupra Black 290 5Dr Petrol Hatchback, 2016 (66 reg), Hatchback, 17754 miles, 2.0L, 286bhp, Manual, Petrol, 17500
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/2c521cb839f74fe1ac54cd08fe9855bc.jpg, SEAT Leon 2.0 TSI Cupra Black 290 5-Door Hatchback 5dr, 2016 (66 reg), Hatchback, 14562 miles, 2.0L, 286bhp, Manual, Petrol, 18300
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/98227c0cda4342e7ae4465c97b2f700f.jpg, SEAT Leon 2.0 TSI Cupra Black 290 5dr - HEATED SEATS - BLUETOOTH - …, 2016 (66 reg), Hatchback, 16104 miles, 2.0L, 286bhp, Manual, Petrol, 18448
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/98227c0cda4342e7ae4465c97b2f700f.jpg, SEAT Leon 2.0 TSI Cupra Black 290 5dr - HEATED SEATS - BLUETOOTH - …, 2016 (66 reg), Hatchback, 16104 miles, 2.0L, 286bhp, Manual, Petrol, 18448
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/d217c483d0cd42aab4a01f51b10f3d10.jpg, SEAT Leon 1.8 20v Cupra R 5dr, 2004 (54 reg), Hatchback, 143000 miles, 1.8L, 222bhp, Manual, Petrol, 1995
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/ee7fc03691cf4f37835e2910ce479706.jpg, SEAT Leon 1.8 20v Cupra R 5dr, 2005 (05 reg), Hatchback, 78000 miles, 1.8L, 222bhp, Manual, Petrol, 4995
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/48da5c229c7b47aebb1dd0b5cfcc1e17.jpg, SEAT Leon 2.0 TDI 150 FR TECH 5DR ( 18 INCH ALLOYS & SAT NAV ), 2014 (14 reg), Hatchback, 48000 miles, 2.0L, 148bhp, Manual, Diesel, 9289
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/66ce5a26615f455e998f0eebb43784e4.jpg, SEAT Leon 2.0 TDI FR TECHNOLOGY 5d 184 BHP, 2014 (64 reg), Hatchback, 67625 miles, 2.0L, 181bhp, Manual, Diesel, 9588
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/ecbad74287b24bf9a8579a08c210ba1a.jpg, SEAT Leon 2.0 TSI Cupra R 5dr, 2010 (60 reg), Hatchback, 80000 miles, 2.0L, 261bhp, Manual, Petrol, 9995
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/339fcc34a90245ab83121dc4bb7d1f09.jpg, SEAT Leon 1.4 Tsi Act 150 Fr 5Dr [technology Pack] Petrol Hatchback, 2015 (15 reg), Hatchback, 25199 miles, 1.4L, 148bhp, Manual, Petrol, 10800
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/063c6d390bbb4c7c8deab613fb6b1d94.jpg, SEAT Leon 2.0 TSI Cupra R 5dr, 2011, Hatchback, 59000 miles, 2.0L, 261bhp, Manual, Petrol, 11395
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/16601be726d1491dbbdbdc740746685f.jpg, SEAT Leon 2.0 Tsi Cupra 280 5Dr Petrol Hatchback, 2015 (15 reg), Hatchback, 22607 miles, 2.0L, 276bhp, Manual, Petrol, 14940
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/f6e73a7617af4d5cb7236d3af1eb437f.jpg, SEAT Leon 2.0 TSI Cupra 280 5dr (start/stop), 2015, Hatchback, 29531 miles, 2.0L, 276bhp, Manual, Petrol, 17295
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/1ca8cb4e682b415598456010c1e3e450.jpg, SEAT Leon 2.0 Tsi Cupra Black 290 5Dr Petrol Hatchback, 2016 (66 reg), Hatchback, 17754 miles, 2.0L, 286bhp, Manual, Petrol, 17500
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/979efaa0822049469c9dc446462c8600.jpg, SEAT Leon 2.0 TSI CUPRA DSG 5d AUTO 276 BHP, 2015 (65 reg), Estate, 33000 miles, 2.0L, 276bhp, Automatic, Petrol, 15990
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/98227c0cda4342e7ae4465c97b2f700f.jpg, SEAT Leon 2.0 TSI Cupra Black 290 5dr - HEATED SEATS - BLUETOOTH - …, 2016 (66 reg), Hatchback, 16104 miles, 2.0L, 286bhp, Manual, Petrol, 18448
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/98227c0cda4342e7ae4465c97b2f700f.jpg, SEAT Leon 2.0 TSI Cupra Black 290 5dr - HEATED SEATS - BLUETOOTH - …, 2016 (66 reg), Hatchback, 16104 miles, 2.0L, 286bhp, Manual, Petrol, 18448
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/d217c483d0cd42aab4a01f51b10f3d10.jpg, SEAT Leon 1.8 20v Cupra R 5dr, 2004 (54 reg), Hatchback, 143000 miles, 1.8L, 222bhp, Manual, Petrol, 1995
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/ee7fc03691cf4f37835e2910ce479706.jpg, SEAT Leon 1.8 20v Cupra R 5dr, 2005 (05 reg), Hatchback, 78000 miles, 1.8L, 222bhp, Manual, Petrol, 4995
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/48da5c229c7b47aebb1dd0b5cfcc1e17.jpg, SEAT Leon 2.0 TDI 150 FR TECH 5DR ( 18 INCH ALLOYS & SAT NAV ), 2014 (14 reg), Hatchback, 48000 miles, 2.0L, 148bhp, Manual, Diesel, 9289
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/66ce5a26615f455e998f0eebb43784e4.jpg, SEAT Leon 2.0 TDI FR TECHNOLOGY 5d 184 BHP, 2014 (64 reg), Hatchback, 67625 miles, 2.0L, 181bhp, Manual, Diesel, 9588
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/ecbad74287b24bf9a8579a08c210ba1a.jpg, SEAT Leon 2.0 TSI Cupra R 5dr, 2010 (60 reg), Hatchback, 80000 miles, 2.0L, 261bhp, Manual, Petrol, 9995
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/339fcc34a90245ab83121dc4bb7d1f09.jpg, SEAT Leon 1.4 Tsi Act 150 Fr 5Dr [technology Pack] Petrol Hatchback, 2015 (15 reg), Hatchback, 25199 miles, 1.4L, 148bhp, Manual, Petrol, 10800
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/063c6d390bbb4c7c8deab613fb6b1d94.jpg, SEAT Leon 2.0 TSI Cupra R 5dr, 2011, Hatchback, 59000 miles, 2.0L, 261bhp, Manual, Petrol, 11395
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/16601be726d1491dbbdbdc740746685f.jpg, SEAT Leon 2.0 Tsi Cupra 280 5Dr Petrol Hatchback, 2015 (15 reg), Hatchback, 22607 miles, 2.0L, 276bhp, Manual, Petrol, 14940
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/f6e73a7617af4d5cb7236d3af1eb437f.jpg, SEAT Leon 2.0 TSI Cupra 280 5dr (start/stop), 2015, Hatchback, 29531 miles, 2.0L, 276bhp, Manual, Petrol, 17295
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/1ca8cb4e682b415598456010c1e3e450.jpg, SEAT Leon 2.0 Tsi Cupra Black 290 5Dr Petrol Hatchback, 2016 (66 reg), Hatchback, 17754 miles, 2.0L, 286bhp, Manual, Petrol, 17500
2019-02-12, /images/noimage/no_image_266x200.png, SEAT Leon 2.0 TSI Cupra Black 290 5-Door Hatchback 5dr, 2016 (66 reg), Hatchback, 3869 miles, 2.0L, 286bhp, Manual, Petrol, 19900
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/98227c0cda4342e7ae4465c97b2f700f.jpg, SEAT Leon 2.0 TSI Cupra Black 290 5dr - HEATED SEATS - BLUETOOTH - …, 2016 (66 reg), Hatchback, 16104 miles, 2.0L, 286bhp, Manual, Petrol, 18448
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/98227c0cda4342e7ae4465c97b2f700f.jpg, SEAT Leon 2.0 TSI Cupra Black 290 5dr - HEATED SEATS - BLUETOOTH - …, 2016 (66 reg), Hatchback, 16104 miles, 2.0L, 286bhp, Manual, Petrol, 18448
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/d217c483d0cd42aab4a01f51b10f3d10.jpg, SEAT Leon 1.8 20v Cupra R 5dr, 2004 (54 reg), Hatchback, 143000 miles, 1.8L, 222bhp, Manual, Petrol, 1995
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/ee7fc03691cf4f37835e2910ce479706.jpg, SEAT Leon 1.8 20v Cupra R 5dr, 2005 (05 reg), Hatchback, 78000 miles, 1.8L, 222bhp, Manual, Petrol, 4995
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/48da5c229c7b47aebb1dd0b5cfcc1e17.jpg, SEAT Leon 2.0 TDI 150 FR TECH 5DR ( 18 INCH ALLOYS & SAT NAV ), 2014 (14 reg), Hatchback, 48000 miles, 2.0L, 148bhp, Manual, Diesel, 9289
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/66ce5a26615f455e998f0eebb43784e4.jpg, SEAT Leon 2.0 TDI FR TECHNOLOGY 5d 184 BHP, 2014 (64 reg), Hatchback, 67625 miles, 2.0L, 181bhp, Manual, Diesel, 9588
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/ecbad74287b24bf9a8579a08c210ba1a.jpg, SEAT Leon 2.0 TSI Cupra R 5dr, 2010 (60 reg), Hatchback, 80000 miles, 2.0L, 261bhp, Manual, Petrol, 9995
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/339fcc34a90245ab83121dc4bb7d1f09.jpg, SEAT Leon 1.4 Tsi Act 150 Fr 5Dr [technology Pack] Petrol Hatchback, 2015 (15 reg), Hatchback, 25199 miles, 1.4L, 148bhp, Manual, Petrol, 10800
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/063c6d390bbb4c7c8deab613fb6b1d94.jpg, SEAT Leon 2.0 TSI Cupra R 5dr, 2011, Hatchback, 59000 miles, 2.0L, 261bhp, Manual, Petrol, 11395
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/16601be726d1491dbbdbdc740746685f.jpg, SEAT Leon 2.0 Tsi Cupra 280 5Dr Petrol Hatchback, 2015 (15 reg), Hatchback, 22607 miles, 2.0L, 276bhp, Manual, Petrol, 14940
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/f6e73a7617af4d5cb7236d3af1eb437f.jpg, SEAT Leon 2.0 TSI Cupra 280 5dr (start/stop), 2015, Hatchback, 29531 miles, 2.0L, 276bhp, Manual, Petrol, 17295
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/1ca8cb4e682b415598456010c1e3e450.jpg, SEAT Leon 2.0 Tsi Cupra Black 290 5Dr Petrol Hatchback, 2016 (66 reg), Hatchback, 17754 miles, 2.0L, 286bhp, Manual, Petrol, 17500
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/72f42aebc0234a29bdb6fd7dccf6d972.jpg, SEAT Leon 1.8 20v Cupra R 5dr, 2005 (55 reg), Hatchback, 121509 miles, 1.8L, 222bhp, Manual, Petrol, 3290
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/98227c0cda4342e7ae4465c97b2f700f.jpg, SEAT Leon 2.0 TSI Cupra Black 290 5dr - HEATED SEATS - BLUETOOTH - …, 2016 (66 reg), Hatchback, 16104 miles, 2.0L, 286bhp, Manual, Petrol, 18448
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/98227c0cda4342e7ae4465c97b2f700f.jpg, SEAT Leon 2.0 TSI Cupra Black 290 5dr - HEATED SEATS - BLUETOOTH - …, 2016 (66 reg), Hatchback, 16104 miles, 2.0L, 286bhp, Manual, Petrol, 18448
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/d217c483d0cd42aab4a01f51b10f3d10.jpg, SEAT Leon 1.8 20v Cupra R 5dr, 2004 (54 reg), Hatchback, 143000 miles, 1.8L, 222bhp, Manual, Petrol, 1995
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/ee7fc03691cf4f37835e2910ce479706.jpg, SEAT Leon 1.8 20v Cupra R 5dr, 2005 (05 reg), Hatchback, 78000 miles, 1.8L, 222bhp, Manual, Petrol, 4995
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/48da5c229c7b47aebb1dd0b5cfcc1e17.jpg, SEAT Leon 2.0 TDI 150 FR TECH 5DR ( 18 INCH ALLOYS & SAT NAV ), 2014 (14 reg), Hatchback, 48000 miles, 2.0L, 148bhp, Manual, Diesel, 9289
2019-02-12, https://m.atcdn.co.uk/a/media/w267h200pdfdfdf/66ce5a26615f455e998f0eebb43784e4.jpg, SEAT Leon 2.0 TDI FR TECHNOLOGY 5d 184 BHP, 2014 (64 reg), Hatchback, 67625 miles, 2.0L, 181bhp, Manual, Diesel, 9588
